var	tipo	nulo	llave	"valor"
CLPAIS	D	NA	121	"Países Bajos"
CLPAIS	D	NA	122	"Polonia"
CLPAIS	D	NA	123	"Portugal"
CLPAIS	D	NA	125	"Reino Unido"
CLPAIS	D	NA	126	"Alemania"
CLPAIS	D	NA	128	"Rumanía"
CLPAIS	D	NA	131	"Suecia"
CLPAIS	D	NA	136	"Letonia"
CLPAIS	D	NA	141	"Estonia"
CLPAIS	D	NA	142	"Lituania"
CLPAIS	D	NA	143	"República Checa"
CLPAIS	D	NA	144	"República Eslovaca"
CLPAIS	D	NA	146	"Croacia"
CLPAIS	D	NA	147	"Eslovenia"
CLPAIS	D	NA	101	"Albania"
CLPAIS	D	NA	114	"Islandia"
CLPAIS	D	NA	116	"Liechtenstein"
CLPAIS	D	NA	119	"Mónaco"
CLPAIS	D	NA	120	"Noruega"
CLPAIS	D	NA	124	"Andorra"
CLPAIS	D	NA	129	"San Marino"
CLPAIS	D	NA	130	"Santa Sede"
CLPAIS	D	NA	132	"Suiza"
CLPAIS	D	NA	135	"Ucrania"
CLPAIS	D	NA	137	"Moldavia"
CLPAIS	D	NA	138	"Belarús"
CLPAIS	D	NA	139	"Georgia"
CLPAIS	D	NA	145	"Bosnia y Herzegovina"
CLPAIS	D	NA	148	"Armenia"
CLPAIS	D	NA	154	"Rusia"
CLPAIS	D	NA	156	"Macedonia"
CLPAIS	D	NA	157	"Serbia"
CLPAIS	D	NA	158	"Montenegro"
CLPAIS	D	NA	199	"Otros países de Europa"
CLPAIS	D	NA	201	"Burkina Faso"
CLPAIS	D	NA	202	"Angola"
CLPAIS	D	NA	203	"Argelia"
CLPAIS	D	NA	204	"Benin"
CLPAIS	D	NA	205	"Botswana"
CLPAIS	D	NA	206	"Burundi"
CLPAIS	D	NA	207	"Cabo Verde"
CLPAIS	D	NA	208	"Camerún"
CLPAIS	D	NA	209	"Comores"
CLPAIS	D	NA	210	"Congo"
CLPAIS	D	NA	211	"Costa de Marfil"
CLPAIS	D	NA	212	"Djibouti"
CLPAIS	D	NA	213	"Egipto"
CLPAIS	D	NA	214	"Etiopía"
CLPAIS	D	NA	215	"Gabón"
CLPAIS	D	NA	216	"Gambia"
CLPAIS	D	NA	217	"Ghana"
CLPAIS	D	NA	218	"Guinea"
CLPAIS	D	NA	219	"Guinea-Bissau"
CLPAIS	D	NA	220	"Guinea Ecuatorial"
CLPAIS	D	NA	221	"Kenia"
CLPAIS	D	NA	222	"Lesotho"
CLPAIS	D	NA	223	"Liberia"
CLPAIS	D	NA	224	"Libia"
CLPAIS	D	NA	225	"Madagascar"
CLPAIS	D	NA	226	"Malawi"
CLPAIS	D	NA	227	"Mali"
